suburb,density,property,price,rooms,bedroom,toilets,ensuite,condition,constituency,council,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
SOUTHERTON,HIGH,CLUSTER,65,1,0,1,0,3,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
EPWORTH,COMPOUND,CLUSTER,50,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
ROCKDALE,COMPOUND,CLUSTER,50,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
DRYCOAT FARM,COMPOUND,CLUSTER,50,2,0,1,0,1,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
PENTAGON,COMPOUND,CLUSTER,50,2,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
SOUTHLEA PARK,COMPOUND,CLUSTER,40,1,0,1,0,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
USHEWOKUNZE,COMPOUND,CLUSTER,45,1,0,1,0,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
AMSTERDAM PARK,COMPOUND,CLUSTER,45,1,0,1,0,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
DAVIS GRANITE,COMPOUND,CLUSTER,45,1,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,45,1,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,1,1,0,0
BEVERLY EAST,HIGH,CLUSTER,65,1,0,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
WESTVIEW,COMPOUND,CLUSTER,45,1,1,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,1,0,0
SOUTHLANDS,COMPOUND,CLUSTER,60,1,0,1,0,3,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
DEVINE EVENTS,HIGH,CLUSTER,60,1,0,1,0,3,HATCLIFFE,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,0
WESTERN TRIANGLE,HIGH,CLUSTER,60,1,0,1,0,3,GLENVIEW NORTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
GLEN VIEW,HIGH,CLUSTER,60,1,0,1,0,3,GLENVIEW SOUTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
DZIVARASEKWA,HIGH,CLUSTER,60,1,0,1,0,3,DZIVARASEKWA,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
GLEN VIEW,HIGH,CLUSTER,55,1,0,1,0,3,GLENVIEW SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KUWADZANA 1,HIGH,CLUSTER,50,1,0,1,0,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
SUNNINGDALE,HIGH,CLUSTER,240,4,2,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
RIVERSIDE,HIGH,COTTAGE,225,4,1,2,2,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
GRANARY,HIGH,CLUSTER,220,4,2,1,0,3,BUDIRIRO NORTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MUGUTA,COMPOUND,CLUSTER,45,1,0,1,0,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
GLEN NORAH,HIGH,FLAT,50,1,0,1,0,3,GLEN NORAH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
BUDIRIRO 1,HIGH,CLUSTER,50,1,0,1,0,3,BUDIRIRO SOUTH,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
MABVAZUVA,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
GARIKAI,COMPOUND,CLUSTER,45,1,0,1,0,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,1,0,0
OVERSPILL,COMPOUND,CLUSTER,45,2,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
STONERIDGE,COMPOUND,CLUSTER,40,1,0,1,0,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
EYESTONE,COMPOUND,CLUSTER,45,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
HOPLEY,COMPOUND,CLUSTER,40,1,0,1,0,3,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
EYECOURT,COMPOUND,CLUSTER,30,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
UNIT F,HIGH,HOUSE,220,4,2,1,0,3,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
COLD COMFORT,HIGH,CLUSTER,25,1,0,1,0,2,WARREN PARK,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
BUTLER FARM,COMPOUND,CLUSTER,40,1,1,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
WARREN PARK,HIGH,COTTAGE,140,2,0,1,0,4,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,0,0,1,0,1,0,0,0
HATCLIFFE,HIGH,COTTAGE,140,3,0,1,0,2,HATCLIFFE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
DANKWERTS FARM,COMPOUND,CLUSTER,40,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MANRESA PARK,HIGH,COTTAGE,130,2,0,1,1,2,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT D,HIGH,CLUSTER,130,3,0,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
GARIKAI,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
ZENGEZA 2,HIGH,CLUSTER,130,3,0,1,0,2,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT O,HIGH,CLUSTER,125,3,0,1,0,2,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
NYATSIME ROCKVIEW,HIGH,CLUSTER,125,3,0,1,0,2,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
EYESTONE,COMPOUND,HOUSE,120,4,2,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,1,1,0,0
BELLAPAISE,COMPOUND,CLUSTER,40,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
KUWADZANA 7,HIGH,CLUSTER,200,4,2,1,0,3,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ZENGEZA 5,HIGH,CLUSTER,120,3,0,1,0,2,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
NYATSIME ROCKVIEW,HIGH,CLUSTER,95,2,0,1,0,2,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
KUWADZANA 4,HIGH,CLUSTER,90,2,0,1,0,2,KUWADZANA WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT K,HIGH,HOUSE,200,4,2,1,0,3,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
CROWBROUGH,HIGH,COTTAGE,200,4,2,1,0,3,KUWADZANA EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ASPINDALE,MEDIUM,COTTAGE,320,4,1,1,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,1,0
CHIKURUBI,MEDIUM,COTTAGE,350,4,1,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
ASPINDALE,MEDIUM,FLAT,350,3,1,1,1,4,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,1,1
UNIT F,HIGH,CLUSTER,90,2,0,1,0,2,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
UNIT E,HIGH,CLUSTER,60,2,0,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
CHADCOMBE,MEDIUM,COTTAGE,500,3,1,2,1,4,HATFIELD,HARARE MUNICIPALITY,3,1,1,3,1,1,1,1,0,1
PANGUOLA FARM,COMPOUND,CLUSTER,40,1,0,1,0,2,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
DERBSHIRE VILLAGE FARM,COMPOUND,CLUSTER,35,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
MANYAME PARK,HIGH,CLUSTER,90,2,0,1,0,2,ST MARYS,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT N,HIGH,CLUSTER,90,2,0,1,0,2,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT M,HIGH,CLUSTER,90,2,0,1,0,2,CHITUNGWIZA SOUTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT E,HIGH,CLUSTER,90,2,0,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
DEVINE EVENTS,HIGH,CLUSTER,85,2,0,1,0,2,HATCLIFFE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
UNIT O,HIGH,CLUSTER,85,2,0,1,0,2,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
NYATSIME,HIGH,CLUSTER,80,2,0,1,0,2,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
ZINYENGERE,COMPOUND,CLUSTER,35,1,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
UNIT H,HIGH,CLUSTER,80,2,0,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
ST MARYS,HIGH,CLUSTER,80,2,0,1,0,2,ST MARYS,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT H,HIGH,CLUSTER,80,2,0,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
SOUTHLANDS,COMPOUND,CLUSTER,70,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ADELAIDE PARK,HIGH,CLUSTER,60,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,1,0,1,0,0
SHUNGU,COMPOUND,CLUSTER,35,1,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,1,0,0,0,0
CRESTBREEDERS,COMPOUND,CLUSTER,35,1,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
RETREAT PARK,COMPOUND,CLUSTER,30,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
SOLANI,COMPOUND,CLUSTER,30,1,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
DRYCOAT FARM,COMPOUND,CLUSTER,30,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
MBARE,HIGH,FLAT,60,2,0,1,0,2,MBARE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
PANGUOLA FARM,COMPOUND,CLUSTER,30,1,0,1,0,2,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
MBARE,HIGH,CLUSTER,50,1,0,1,0,3,MBARE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CHIKURUBI,MEDIUM,COTTAGE,480,3,0,1,1,4,HARARE EAST,HARARE MUNICIPALITY,2,0,1,2,1,0,1,1,0,1
HATFIELD,MEDIUM,COTTAGE,480,3,1,1,0,4,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ARCADIA,MEDIUM,CLUSTER,450,3,1,1,1,4,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
UNIT C,HIGH,CLUSTER,45,1,0,1,0,2,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
STOPOVER,COMPOUND,CLUSTER,30,1,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,1,0,1,0,0
RUGARE,HIGH,HOUSE,45,1,0,1,0,2,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
NYATSIME,HIGH,CLUSTER,60,3,0,1,0,1,ZENGEZA WEST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
CHURU FARM,COMPOUND,CLUSTER,30,1,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
UNIT D,HIGH,CLUSTER,40,2,0,1,0,1,ZENGEZA EAST,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
TYNWALD,MEDIUM,CLUSTER,450,3,0,1,0,4,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
TYNWALD,MEDIUM,COTTAGE,500,3,0,1,0,4,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
WATERFALLS,MEDIUM,COTTAGE,210,3,0,1,0,3,HATFIELD,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,1,1
UNIT G,HIGH,COTTAGE,220,3,0,1,0,4,CHITUNGWIZA NORTH,CHITUNGWIZA MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
RUGARE,HIGH,COTTAGE,200,3,0,1,0,4,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MARIMBA,HIGH,COTTAGE,200,3,2,1,0,3,SOUTHERTON,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
DAWNVIEW,HIGH,COTTAGE,200,3,1,1,0,3,WARREN PARK,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
WARREN PARK,HIGH,COTTAGE,200,3,1,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
HIGHFIELD,HIGH,FLAT,200,3,0,1,0,3,HIGHFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
WESTLEA,MEDIUM,COTTAGE,350,3,0,1,0,3,WARREN PARK,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,0
ARCADIA,MEDIUM,COTTAGE,300,3,1,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
CRANBORNE,MEDIUM,COTTAGE,450,3,1,1,1,3,SUNNINGDALE,HARARE MUNICIPALITY,2,1,1,2,1,0,1,0,0,1
PARKTOWN,MEDIUM,CLUSTER,160,2,0,1,0,3,HATFIELD,HARARE MUNICIPALITY,2,0,1,0,1,0,1,1,0,1
CRANBORNE,MEDIUM,COTTAGE,150,2,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
NETTLETON,MEDIUM,COTTAGE,170,2,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,1
CHADCOMBE,MEDIUM,COTTAGE,160,2,0,1,0,3,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
WATERFALLS,MEDIUM,CLUSTER,130,2,0,0,0,3,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
NETTLETON,MEDIUM,COTTAGE,160,2,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
ASPINDALE,MEDIUM,CLUSTER,160,2,0,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,1,0
QUEENSDALE,MEDIUM,CLUSTER,150,2,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
QUEENSDALE,MEDIUM,COTTAGE,180,2,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
GOODHOPE,MEDIUM,CLUSTER,80,1,0,1,0,3,HARARE WEST,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,1
BRAESIDE,MEDIUM,CLUSTER,85,1,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
NETTLETON,MEDIUM,CLUSTER,80,1,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
QUEENSDALE,MEDIUM,CLUSTER,70,1,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
TYNWALD,MEDIUM,CLUSTER,150,1,0,1,1,4,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
WATERFALLS,MEDIUM,CLUSTER,70,1,0,1,0,3,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
WESTLEA,MEDIUM,CLUSTER,100,1,0,1,1,4,WARREN PARK,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
BALANCING ROCKS,COMPOUND,COTTAGE,120,3,0,1,1,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
MUGUTA,COMPOUND,HOUSE,150,5,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
DOMBORAMWARI,COMPOUND,CLUSTER,90,3,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
ZINYENGERE,COMPOUND,COTTAGE,85,3,0,1,0,2,HUNYANI,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
CHINAMANO,COMPOUND,CLUSTER,20,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
MAGADA,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
STOPOVER,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
SHUNGU,COMPOUND,COTTAGE,60,3,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
OVERSPILL,COMPOUND,COTTAGE,70,3,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
PENTAGON,COMPOUND,CLUSTER,50,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
MASEKO,COMPOUND,CLUSTER,40,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
WESTVIEW,COMPOUND,CLUSTER,100,3,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
SOLANI,COMPOUND,COTTAGE,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
EPWORTH,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
GARIKAI,COMPOUND,CLUSTER,55,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,50,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
ROCKDALE,COMPOUND,CLUSTER,55,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
CHURU FARM,COMPOUND,CLUSTER,50,3,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
USHEWOKUNZE,COMPOUND,CLUSTER,50,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
CRESTBREEDERS,COMPOUND,CLUSTER,60,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
SOUTHVIEW PARK,COMPOUND,CLUSTER,40,2,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
STONERIDGE,COMPOUND,CLUSTER,60,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
SOUTHLEA PARK,COMPOUND,CLUSTER,60,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
AMSTERDAM PARK,COMPOUND,CLUSTER,45,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
STONERIDGE PARK,COMPOUND,CLUSTER,55,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
DERBSHIRE VILLAGE FARM,COMPOUND,CLUSTER,150,4,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
DAVIS GRANITE,COMPOUND,CLUSTER,45,2,0,1,0,1,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,55,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
BUTLER FARM,COMPOUND,CLUSTER,55,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
DANKWERTS FARM,COMPOUND,CLUSTER,80,3,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
DRYCOAT FARM,COMPOUND,CLUSTER,40,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
BELLAPAISE,COMPOUND,CLUSTER,40,2,0,1,0,1,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
LOGAN PARK,COMPOUND,CLUSTER,75,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
RETREAT PARK,COMPOUND,CLUSTER,80,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
PANGUOLA FARM,COMPOUND,CLUSTER,50,2,0,1,0,2,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
EYESTONE,COMPOUND,CLUSTER,45,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
EYECOURT,COMPOUND,CLUSTER,65,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
HOPLEY,COMPOUND,CLUSTER,45,2,0,1,0,1,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
SOUTHLANDS,COMPOUND,CLUSTER,40,2,0,1,0,1,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
LOGAN PARK,COMPOUND,CLUSTER,50,2,0,1,0,1,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
EYECOURT,COMPOUND,COTTAGE,70,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,25,1,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
MABVAZUVA,COMPOUND,CLUSTER,75,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,55,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
EYECOURT,COMPOUND,CLUSTER,55,2,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
STONERIDGE,COMPOUND,CLUSTER,65,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
LOGAN PARK,COMPOUND,CLUSTER,45,2,0,1,0,1,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
EYECOURT,COMPOUND,CLUSTER,45,1,0,1,0,3,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
EYECOURT,COMPOUND,CLUSTER,30,1,0,1,0,2,HARARE SOUTH,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,30,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,35,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
CRESTBREEDERS,COMPOUND,CLUSTER,25,1,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,40,1,1,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
BUTLER FARM,COMPOUND,CLUSTER,45,1,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
BUTLER FARM,COMPOUND,CLUSTER,40,1,0,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
STONERIDGE,COMPOUND,CLUSTER,50,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
STONERIDGE,COMPOUND,CLUSTER,35,1,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
STONERIDGE,COMPOUND,CLUSTER,50,2,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
MABVAZUVA,COMPOUND,CLUSTER,30,1,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
